,0,1,2,4,5,6,7,8,9,Petrol,Diesel,CNG
929,9995,57,55844,86,1,0,1300,5,1045,1,0,0
930,8750,61,55747,86,0,0,1300,3,1020,1,0,0
931,10950,58,55478,86,0,0,1300,5,1045,1,0,0
932,10350,60,55085,107,0,1,1600,5,1105,1,0,0
933,9950,65,55061,110,1,0,1600,5,1070,1,0,0
934,8950,65,55000,86,1,0,1300,3,1015,1,0,0
935,10950,57,55000,110,0,0,1600,5,1075,1,0,0
936,10950,63,54936,110,1,0,1600,5,1075,1,0,0
937,8950,68,54875,110,1,0,1600,5,1070,1,0,0
938,8900,67,54847,110,0,0,1600,3,1050,1,0,0
939,10250,60,54554,110,1,0,1600,3,1065,1,0,0
940,9450,61,54125,110,1,0,1600,5,1035,1,0,0
941,9250,61,54000,110,1,0,1600,3,1055,1,0,0
942,10500,57,54000,110,1,0,1600,5,1075,1,0,0
943,7350,58,54000,86,0,0,1300,5,1035,1,0,0
944,10250,57,54000,110,1,0,1600,3,1135,1,0,0
945,10250,62,53285,110,1,0,1600,5,1075,1,0,0
946,11500,65,53053,110,1,0,1600,5,1075,1,0,0
947,8950,68,53000,110,1,1,1587,3,1075,1,0,0
948,7750,68,53000,86,0,0,1300,3,1015,1,0,0
949,9500,64,52968,110,1,0,1600,3,1050,1,0,0
950,8450,67,52800,86,1,0,1300,3,1015,1,0,0
951,8950,57,52548,110,0,0,1600,3,1050,1,0,0
952,8400,60,52487,110,1,0,1600,4,1035,1,0,0
953,9250,66,52383,86,0,0,1300,3,1015,1,0,0
954,8900,61,52112,110,1,0,1600,4,1035,1,0,0
955,8750,58,51712,110,0,0,1600,3,1050,1,0,0
956,10950,58,51421,110,0,1,1600,5,1105,1,0,0
957,8950,61,51235,86,1,0,1300,4,1000,1,0,0
958,8950,65,51000,86,1,0,1300,3,1015,1,0,0
959,8895,61,50925,110,1,0,1600,5,1070,1,0,0
960,9390,66,50806,86,0,0,1300,3,1480,1,0,0
961,8750,59,50469,110,1,0,1600,5,1070,1,0,0
962,9750,61,50173,110,1,0,1600,5,1075,1,0,0
963,9950,62,50000,110,1,0,1600,5,1075,1,0,0
964,10950,65,49942,110,0,0,1600,3,1065,1,0,0
965,9900,67,49585,110,0,0,1600,5,1085,1,0,0
966,9500,62,49258,110,1,0,1600,4,1035,1,0,0
967,9950,61,49000,110,0,0,1600,3,1050,1,0,0
968,9950,63,48738,110,0,0,1600,5,1055,1,0,0
969,10500,62,47750,86,1,0,1300,5,1040,1,0,0
970,9950,63,47612,86,0,0,1300,3,1015,1,0,0
971,10495,68,47500,86,1,0,1300,5,1035,1,0,0
972,9500,66,47237,110,0,0,1600,3,1050,1,0,0
973,8500,58,47171,86,1,0,1300,3,1015,1,0,0
974,10450,60,47060,110,0,0,1600,4,1035,1,0,0
975,8950,65,47014,86,1,0,1300,3,1015,1,0,0
976,9900,59,46929,86,1,0,1300,3,1025,1,0,0
977,8900,63,46000,86,0,0,1300,5,1035,1,0,0
978,8745,65,45681,110,0,0,1600,3,1050,1,0,0
979,8750,65,45549,86,1,0,1300,3,1015,1,0,0
980,10750,57,45000,110,1,0,1600,5,1050,1,0,0
981,9750,57,45000,110,1,0,1600,3,1050,1,0,0
982,8850,65,45000,110,0,0,1600,5,1075,1,0,0
983,7950,66,45000,86,1,0,1300,5,1035,1,0,0
984,9450,63,45000,110,1,0,1600,4,1035,1,0,0
985,9950,61,45000,107,0,1,1600,3,1085,1,0,0
986,8250,63,44944,110,1,0,1600,4,1035,1,0,0
987,9950,61,44597,86,0,0,1300,3,1015,1,0,0
988,9995,68,44458,86,0,0,1300,3,1015,1,0,0
989,9950,59,43818,110,0,0,1600,5,1070,1,0,0
990,10495,60,43426,110,1,0,1600,5,1070,1,0,0
991,7950,58,43000,110,1,1,1600,4,1114,0,0,1
992,8950,68,43000,110,1,0,1600,5,1035,1,0,0
993,9695,57,43000,110,0,0,1600,5,1075,1,0,0
994,7750,64,43000,86,0,0,1300,3,1015,1,0,0
995,9950,68,42750,110,1,0,1600,3,1050,1,0,0
996,9950,67,42102,110,1,0,1600,5,1075,1,0,0
997,9950,63,41586,110,1,0,1600,5,1114,1,0,0
998,9900,64,41200,110,0,0,1600,5,1070,1,0,0
999,10950,57,40214,86,0,0,1300,3,1025,1,0,0
1000,8950,60,40000,86,1,0,1300,4,1000,1,0,0
1001,8950,66,39222,86,1,1,1300,3,1045,1,0,0
1002,8250,66,39144,110,1,0,1600,3,1050,1,0,0
1003,10250,62,39000,110,1,0,1600,5,1075,1,0,0
1004,8750,61,38019,110,1,0,1600,5,1070,1,0,0
1005,9750,68,37759,110,1,0,1600,5,1070,1,0,0
1006,10950,61,37500,110,0,0,1600,5,1085,1,0,0
1007,10950,60,37111,110,1,0,1600,3,1050,1,0,0
1008,9750,62,37000,86,0,0,1300,3,1015,1,0,0
1009,8900,59,36954,110,1,0,1600,3,1050,1,0,0
1010,9500,60,36943,110,0,0,1600,5,1070,1,0,0
1011,9950,63,36923,86,0,0,1300,5,1050,1,0,0
1012,9950,66,36658,110,0,0,1600,3,1050,1,0,0
1013,8250,65,36000,86,1,0,1300,3,1015,1,0,0
1014,10450,65,36000,110,1,0,1600,3,1065,1,0,0
1015,10950,62,35512,110,1,0,1600,3,1065,1,0,0
1016,9250,65,35283,86,1,0,1300,3,1015,1,0,0
1017,8900,68,35000,110,1,0,1600,3,1050,1,0,0
1018,10900,57,35000,86,1,0,1300,5,1045,1,0,0
1019,9750,64,34114,110,0,0,1600,3,1050,1,0,0
1020,11950,58,34000,110,0,0,1600,5,1075,1,0,0
1021,7900,68,33847,86,1,0,1300,4,1000,1,0,0
1022,10900,57,33535,110,0,0,1600,4,1035,1,0,0
1023,10450,65,33000,110,0,0,1600,3,1050,1,0,0
1024,10950,59,32150,110,1,0,1600,5,1085,1,0,0
1025,9950,65,31588,86,1,0,1300,3,1015,1,0,0
1026,10750,60,31480,110,1,0,1600,3,1065,1,0,0
1027,9900,57,31307,110,1,0,1600,5,1070,1,0,0
1028,10750,68,31000,110,1,0,1600,4,1035,1,0,0
1029,10450,58,30634,110,1,0,1600,5,1075,1,0,0
1030,9450,68,30300,86,1,0,1300,4,1000,1,0,0
1031,10750,60,28500,86,1,1,1300,3,1045,1,0,0
1032,10950,60,28500,110,0,0,1600,5,1075,1,0,0
1033,10000,57,28000,86,0,0,1300,3,1015,1,0,0
1034,10500,68,26698,110,0,0,1600,3,1055,1,0,0
1035,12500,62,26000,107,0,1,1600,3,1085,1,0,0
1036,8950,62,25505,86,1,0,1300,5,1035,1,0,0
1037,10500,58,25000,110,1,0,1600,5,1075,1,0,0
1038,9245,66,22835,110,1,0,1600,3,1050,1,0,0
1039,10950,59,22705,110,1,0,1600,5,1075,1,0,0
1040,9500,63,22178,86,1,0,1300,3,1015,1,0,0
1041,10900,62,17345,110,1,0,1600,3,1050,1,0,0
1042,10950,67,15535,86,1,1,1300,4,1030,1,0,0
1043,9450,66,15110,86,0,0,1300,5,1035,1,0,0
1044,5900,73,232940,72,0,0,2000,5,1172,0,1,0
1045,6950,79,218118,72,0,0,2000,5,1150,0,1,0
1046,6000,78,217764,72,1,0,2000,5,1135,0,1,0
1047,5250,79,207114,110,1,0,1600,5,1114,0,0,1
1048,4400,74,203254,72,1,0,2000,3,1135,0,1,0
1049,6750,77,200732,72,1,0,2000,4,1100,0,1,0
1050,8500,69,197501,72,0,0,2000,5,1135,0,1,0
1051,6150,80,194765,72,0,0,2000,3,1120,0,1,0
1052,6950,76,191620,72,0,0,2000,5,1150,0,1,0
1053,5750,76,183277,72,0,0,2000,3,1115,0,1,0
1054,8750,78,180378,72,1,0,2000,4,1100,0,1,0
1055,6500,70,178800,72,0,0,2000,3,1115,0,1,0
1056,5950,73,176177,110,1,0,1600,5,1075,1,0,0
1057,6500,78,176000,86,0,0,1300,5,1035,1,0,0
1058,10500,77,172980,72,1,0,2000,5,1135,0,1,0
1059,8500,77,170000,72,0,0,2000,4,1100,0,1,0
1060,7950,71,164000,110,1,0,1600,3,1050,1,0,0
1061,5800,78,161775,86,1,0,1300,3,1015,1,0,0
1062,6750,80,160000,86,0,0,1300,3,1015,1,0,0
1063,6950,78,159968,72,0,0,2000,3,1115,0,1,0
1064,5740,74,159908,110,0,0,1600,3,1050,1,0,0
1065,6550,73,158492,86,0,0,1300,3,1015,1,0,0
1066,8950,69,156204,72,1,0,2000,3,1115,0,1,0
1067,6750,73,156169,86,1,0,1300,5,1035,1,0,0
1068,7950,78,155210,110,0,0,1600,3,1050,1,0,0
1069,7950,69,155000,72,0,0,2000,3,1115,0,1,0
1070,7450,76,154900,72,1,0,2000,5,1140,0,1,0
1071,7750,70,151300,72,1,0,2000,5,1150,0,1,0
1072,6450,71,151000,110,1,0,1600,5,1094,0,0,1
1073,7900,75,150000,72,1,0,2000,3,1135,0,1,0
1074,6900,69,146304,72,1,0,2000,3,1115,0,1,0
1075,5600,75,146197,86,0,0,1300,3,1015,1,0,0
1076,5950,77,145996,110,0,0,1600,4,1035,1,0,0
1077,6950,80,143560,86,1,1,1300,3,1045,1,0,0
1078,7950,71,139145,73,0,0,2000,2,1115,0,1,0
1079,8950,79,138500,86,0,0,1300,5,1050,1,0,0
1080,7950,74,137741,90,1,0,2000,5,1135,0,1,0
1081,9500,80,137178,90,1,0,2000,5,1135,0,1,0
1082,8600,76,134889,72,1,0,2000,3,1115,0,1,0
1083,5950,71,134660,72,0,0,2000,5,1135,0,1,0
1084,7750,73,134539,110,0,0,1600,5,1070,1,0,0
1085,7950,79,131500,72,0,0,2000,5,1140,0,1,0
1086,6950,77,131307,110,1,0,1600,3,1050,1,0,0
1087,7250,74,130025,110,1,0,1600,3,1050,1,0,0
1088,6500,78,130000,86,0,0,1300,5,1015,1,0,0
1089,7250,77,128960,110,1,0,1600,5,1070,1,0,0
1090,9250,80,128351,110,1,0,1600,5,1070,1,0,0
1091,8250,73,128006,110,1,0,1600,3,1050,1,0,0
1092,7250,71,127159,72,1,0,2000,3,1115,0,1,0
1093,5250,72,126478,110,1,0,1600,4,1035,1,0,0
1094,7900,77,126000,110,1,0,1600,5,1050,1,0,0
1095,6900,76,125778,110,0,0,1600,3,1050,1,0,0
1096,7900,75,125400,110,0,0,1600,3,1050,1,0,0
1097,7250,74,124910,72,0,0,2000,5,1135,0,1,0
1098,8450,70,124743,110,1,0,1600,3,1050,1,0,0
1099,7950,76,124591,110,1,0,1600,5,1075,1,0,0
1100,7950,74,124057,110,1,0,1600,3,1050,1,0,0
1101,6450,72,123403,110,1,0,1600,3,1050,1,0,0
1102,6650,75,123104,110,1,0,1600,5,1070,1,0,0
1103,7950,74,123077,86,1,0,1300,3,1015,1,0,0
1104,7250,80,122820,86,0,0,1300,5,1040,1,0,0
1105,7450,77,122290,110,0,0,1600,3,1050,1,0,0
1106,7950,74,121900,110,1,0,1600,4,1035,1,0,0
1107,7250,77,121545,110,1,0,1600,5,1070,1,0,0
1108,8250,71,120474,72,1,0,2000,3,1115,0,1,0
1109,8950,76,120263,72,1,0,2000,5,1135,0,1,0
1110,7750,74,120196,110,1,0,1600,3,1050,1,0,0
1111,8500,71,120000,110,0,0,1600,5,1085,1,0,0
1112,7750,78,120000,110,0,0,1600,5,1075,1,0,0
1113,5750,73,115877,110,0,0,1600,4,1035,1,0,0
1114,6900,76,115345,110,1,0,1600,5,1070,1,0,0
1115,6500,71,115157,110,1,0,1600,3,1050,1,0,0
1116,6500,78,115000,107,1,1,1600,5,1100,1,0,0
1117,7600,77,114258,86,1,0,1300,5,1050,1,0,0
1118,8950,73,112963,72,1,0,2000,5,1135,0,1,0
1119,7450,74,112307,110,1,0,1600,5,1070,1,0,0
1120,7350,72,112000,86,1,0,1300,3,1015,1,0,0
1121,7750,73,111602,86,1,0,1300,3,1015,1,0,0
1122,7460,80,111392,110,0,0,1598,3,1083,0,0,1
1123,9250,76,110901,110,1,0,1600,5,1085,1,0,0
1124,7250,80,110887,110,1,0,1600,3,1055,1,0,0
1125,6500,72,110634,86,1,0,1300,3,1015,1,0,0
1126,6800,80,110000,110,1,0,1600,4,1035,1,0,0
1127,8700,75,109540,110,0,0,1600,5,1085,1,0,0
1128,7500,78,109263,110,0,0,1600,5,1070,1,0,0
1129,7750,71,107516,110,1,0,1600,3,1050,1,0,0
1130,7950,73,107108,110,1,0,1600,3,1050,1,0,0
1131,9950,75,107000,110,1,0,1600,3,1050,1,0,0
1132,6640,74,106250,110,0,0,1600,5,1070,1,0,0
1133,8750,71,106150,86,0,0,1300,3,1015,1,0,0
1134,7750,72,106108,110,1,0,1600,3,1050,1,0,0
1135,5950,72,105856,86,0,0,1300,3,1015,1,0,0
1136,6750,77,105152,86,0,0,1300,3,1015,1,0,0
1137,6500,80,105135,110,1,0,1600,3,1050,1,0,0
1138,8750,76,104344,110,1,0,1600,3,1050,1,0,0
1139,7950,74,104150,110,1,0,1600,3,1050,1,0,0
1140,6750,74,104000,86,1,0,1300,3,1010,1,0,0
1141,7950,73,103121,86,1,0,1300,5,1035,1,0,0
1142,7950,80,102300,86,1,0,1300,3,1015,1,0,0
1143,8950,75,102005,107,1,1,1600,5,1105,1,0,0
1144,7750,77,102000,86,1,0,1300,3,1015,1,0,0
1145,6450,75,101855,110,1,0,1600,5,1070,1,0,0
1146,6900,74,101773,110,0,0,1600,3,1050,1,0,0
1147,8450,75,101159,110,1,0,1600,5,1085,1,0,0
1148,6750,74,101000,86,0,0,1300,3,1015,1,0,0
1149,8050,74,100732,86,1,1,1300,4,1030,1,0,0
1150,9500,79,100719,110,0,0,1600,5,1070,1,0,0
1151,7750,78,100487,110,0,0,1600,4,1035,1,0,0
1152,8500,80,100458,110,0,0,1600,5,1085,1,0,0
1153,7795,75,100192,110,1,0,1600,3,1050,1,0,0
1154,6490,80,100123,110,1,0,1600,3,1050,1,0,0
1155,7950,73,99971,110,1,0,1600,3,1050,1,0,0
1156,6425,79,99397,86,0,0,1300,5,1035,1,0,0
1157,8950,69,99374,86,1,0,1300,5,1035,1,0,0
1158,6950,72,99245,110,1,0,1600,5,1114,1,0,0
1159,8750,79,98742,110,0,0,1600,5,1085,1,0,0
1160,8450,71,98154,110,1,0,1600,3,1050,1,0,0
1161,7950,77,98000,110,1,0,1600,5,1065,1,0,0
1162,7950,80,97548,86,0,0,1300,5,1035,1,0,0
1163,8900,78,97534,110,1,0,1600,5,1070,1,0,0
1164,8950,73,97494,110,1,0,1600,5,1085,1,0,0
1165,8900,73,97085,110,1,0,1600,5,1085,1,0,0
1166,7950,69,97000,110,0,0,1600,4,1035,1,0,0
1167,6495,74,96302,86,1,0,1300,3,1015,1,0,0
1168,7250,78,96000,86,1,0,1300,3,1015,1,0,0
1169,9250,74,96000,110,1,0,1600,5,1085,1,0,0
1170,6650,78,95909,110,1,0,1600,5,1070,1,0,0
1171,6990,79,95700,110,0,0,1600,5,1085,1,0,0
1172,7750,78,95651,110,1,0,1600,5,1070,1,0,0
1173,6950,79,95000,86,1,0,1300,5,1035,1,0,0
1174,7250,80,94447,110,0,0,1600,3,1050,1,0,0
1175,9950,80,94079,110,1,0,1600,5,1085,1,0,0
1176,9250,80,93841,110,0,0,1600,5,1070,1,0,0
1177,7200,79,93090,86,1,0,1300,5,1035,1,0,0
1178,8250,72,93066,110,1,0,1600,5,1075,1,0,0
1179,8950,79,93039,110,1,0,1600,3,1050,1,0,0
1180,8250,77,93000,110,1,0,1600,5,1075,1,0,0
1181,6250,80,92830,86,1,0,1300,3,1015,1,0,0
1182,9900,80,92255,107,0,1,1600,5,1105,1,0,0
1183,7300,80,92096,86,1,0,1300,5,1035,1,0,0
1184,8950,72,91921,86,1,0,1300,3,1020,1,0,0
1185,6500,70,91900,86,1,0,1300,3,1015,1,0,0
1186,7950,78,91399,110,1,0,1600,5,1070,1,0,0
1187,7450,75,91082,110,1,0,1600,3,1050,1,0,0
1188,7950,71,90370,86,1,0,1300,5,1035,1,0,0
1189,8500,78,90345,86,1,0,1300,5,1035,1,0,0
1190,6950,77,90305,86,1,0,1300,3,1015,1,0,0
1191,7950,78,90011,86,0,1,1300,3,1045,1,0,0
1192,6750,77,90000,86,1,0,1300,3,1015,1,0,0
1193,8450,70,89983,110,0,0,1600,3,1055,1,0,0
1194,7500,78,89953,110,0,0,1600,5,1114,1,0,0
1195,8750,74,89800,72,1,0,2000,3,1115,0,1,0
1196,8750,79,89739,86,1,0,1300,5,1035,1,0,0
1197,8950,76,89520,110,1,0,1600,3,1050,1,0,0
1198,7450,75,89507,86,0,0,1300,3,1015,1,0,0
1199,9200,69,89096,110,1,0,1600,5,1085,1,0,0
1200,8950,74,88700,110,1,0,1600,3,1050,1,0,0
1201,7850,72,88500,110,1,0,1600,5,1075,1,0,0
1202,6950,73,88186,72,1,0,2000,3,1115,0,1,0
1203,7200,75,88000,110,1,0,1600,3,1050,1,0,0
1204,7450,78,87743,110,0,0,1600,3,1055,1,0,0
1205,6750,75,87613,86,0,0,1300,3,1015,1,0,0
1206,7500,73,87358,110,1,0,1600,3,1050,1,0,0
1207,7450,72,87083,110,0,0,1600,4,1035,1,0,0
1208,7950,70,87000,110,1,0,1600,4,1035,1,0,0
1209,7250,78,87000,110,1,0,1600,4,1035,1,0,0
1210,7950,73,87000,86,1,0,1300,3,1015,1,0,0
1211,8250,80,87000,86,1,0,1300,3,1015,1,0,0
1212,8250,72,86860,110,0,0,1600,5,1075,1,0,0
1213,6750,80,86109,110,1,0,1600,3,1055,1,0,0
1214,8750,79,86000,86,1,0,1300,5,1040,1,0,0
1215,8950,80,86000,110,0,0,1600,3,1050,1,0,0
1216,8500,70,85864,72,1,0,2000,5,1135,0,1,0
1217,8250,80,85565,110,0,0,1600,5,1070,1,0,0
1218,9450,70,85470,107,0,1,1600,3,1080,1,0,0
1219,7950,73,85200,110,1,0,1600,3,1050,1,0,0
1220,7900,70,85000,110,1,0,1600,3,1055,1,0,0
1221,8500,73,84988,110,1,0,1600,3,1050,1,0,0
1222,8250,79,84966,110,0,0,1600,5,1070,1,0,0
1223,8250,76,84472,110,1,0,1600,5,1070,1,0,0
1224,8950,73,84402,110,1,0,1600,4,1035,1,0,0
1225,7950,74,84123,110,0,0,1600,3,1050,1,0,0
1226,6950,80,84000,110,0,0,1600,5,1075,1,0,0
1227,7250,78,84000,110,1,0,1600,5,1065,1,0,0
1228,7750,77,84000,110,1,0,1600,5,1085,1,0,0
1229,8700,75,83850,110,1,0,1600,3,1055,1,0,0
1230,8950,80,83540,110,1,0,1600,5,1070,1,0,0
1231,6750,76,83405,110,1,0,1600,5,1070,1,0,0
1232,7500,71,83291,110,1,0,1600,5,1070,1,0,0
1233,7950,69,83133,86,0,0,1300,3,1015,1,0,0
1234,8950,71,83047,86,1,1,1300,3,1045,1,0,0
1235,7950,71,82700,110,0,0,1600,3,1050,1,0,0
1236,7450,78,82675,86,0,0,1300,3,1015,1,0,0
1237,5950,78,82595,86,1,0,1300,3,1015,1,0,0
1238,7750,75,82256,110,1,0,1600,3,1050,1,0,0
1239,6950,77,82103,86,1,0,1300,3,1015,1,0,0
1240,8750,80,82021,86,1,0,1300,5,1035,1,0,0
1241,8950,71,82000,110,1,0,1600,5,1075,1,0,0
1242,7495,79,81988,110,1,0,1600,5,1070,1,0,0
1243,7750,76,81930,110,0,0,1600,5,1070,1,0,0
1244,6950,70,81663,110,0,0,1600,3,1050,1,0,0
1245,7990,77,80486,110,1,0,1600,5,1070,1,0,0
1246,7250,78,80000,110,1,0,1600,4,1065,1,0,0
1247,6900,69,79000,86,0,0,1300,3,1015,1,0,0
1248,7750,74,78894,110,0,0,1600,5,1070,1,0,0
1249,7250,78,78689,110,0,0,1600,4,1035,1,0,0
1250,8950,77,78435,86,0,0,1300,3,1015,1,0,0
1251,8500,71,78260,110,0,0,1600,3,1050,1,0,0
1252,7950,72,78120,110,1,0,1600,5,1075,1,0,0
1253,6950,77,77000,86,0,0,1300,3,1015,1,0,0
1254,8000,78,77000,110,0,0,1600,3,1050,1,0,0
1255,7950,75,76382,110,1,0,1600,3,1055,1,0,0
1256,8500,76,76268,86,1,0,1300,3,1015,1,0,0
1257,7490,73,76151,86,1,0,1300,3,1015,1,0,0
1258,8250,80,76000,110,0,0,1600,3,1050,1,0,0
1259,9250,71,76000,110,1,0,1600,5,1070,1,0,0
1260,7950,72,75840,86,0,0,1300,5,1035,1,0,0
1261,9500,77,75799,110,1,0,1600,3,1050,1,0,0
1262,8950,72,75525,110,1,0,1600,3,1114,1,0,0
1263,8450,78,75323,86,1,0,1300,5,1050,1,0,0
1264,7995,79,75322,110,1,0,1600,4,1115,1,0,0
1265,8750,78,75226,110,0,0,1600,4,1035,1,0,0
1266,5950,71,75085,86,0,0,1300,5,1035,1,0,0
1267,8500,73,75000,110,0,0,1600,5,1075,1,0,0
1268,8950,69,75000,86,1,0,1300,4,1000,1,0,0
1269,8750,69,75000,86,1,0,1300,4,1000,1,0,0
1270,7600,78,74926,110,1,0,1600,5,1075,1,0,0
1271,7145,80,74785,110,1,0,1600,5,1070,1,0,0
1272,8450,69,74573,110,1,0,1600,5,1085,1,0,0
1273,5950,75,74567,86,1,0,1300,3,1015,1,0,0
1274,9000,80,74196,110,0,0,1600,5,1075,1,0,0
1275,7250,80,74151,110,1,0,1600,3,1050,1,0,0
1276,7400,75,74096,110,1,0,1600,3,1050,1,0,0
1277,8800,79,74093,110,1,0,1600,5,1075,1,0,0
1278,7750,71,74000,110,0,0,1600,3,1050,1,0,0
1279,7500,75,74000,86,1,0,1300,3,1015,1,0,0
1280,8450,78,73638,86,1,1,1300,4,1015,1,0,0
1281,7400,75,73460,110,1,0,1600,5,1070,1,0,0
1282,7500,80,73200,110,1,0,1600,5,1070,1,0,0
1283,8950,76,73116,110,1,0,1600,5,1075,1,0,0
1284,8950,70,73014,110,1,0,1600,5,1075,1,0,0
1285,7950,77,72703,110,1,0,1600,3,1050,1,0,0
1286,7950,79,72328,110,1,0,1600,5,1075,1,0,0
1287,7950,78,72222,110,1,0,1600,5,1070,1,0,0
1288,8950,71,72128,107,1,1,1600,5,1100,1,0,0
1289,7750,78,72090,110,1,0,1600,5,1070,1,0,0
1290,8250,78,72000,110,1,0,1600,4,1035,1,0,0
1291,7950,78,72000,110,0,0,1600,3,1055,1,0,0
1292,7750,77,71900,86,1,0,1300,3,1015,1,0,0
1293,8500,77,71825,110,0,0,1600,5,1075,1,0,0
1294,6950,80,71740,110,1,0,1600,5,1070,1,0,0
1295,7500,80,71500,110,1,0,1600,4,1035,1,0,0
1296,7750,79,71359,110,1,0,1600,3,1050,1,0,0
1297,5950,79,71263,86,0,0,1300,3,1015,1,0,0
1298,7500,78,71186,110,0,0,1600,3,1050,1,0,0
1299,8950,72,71054,86,0,1,1300,3,1045,1,0,0
1300,7950,76,71000,110,1,0,1600,3,1050,1,0,0
1301,6900,80,70939,110,1,1,1600,5,1100,1,0,0
1302,7450,77,70932,110,1,0,1600,3,1050,1,0,0
1303,8500,80,70597,107,1,1,1600,3,1080,1,0,0
1304,7500,73,70482,110,1,0,1600,5,1075,1,0,0
1305,8750,77,70124,110,1,0,1600,3,1050,1,0,0
1306,7500,76,70039,110,1,0,1600,3,1050,1,0,0
1307,9950,80,69904,110,0,0,1600,5,1070,1,0,0
1308,7950,75,69388,86,0,0,1300,3,1010,1,0,0
1309,9950,75,69320,110,1,0,1600,5,1070,1,0,0
1310,9250,78,69000,110,1,0,1600,5,1075,1,0,0
1311,9250,73,68988,86,1,0,1300,5,1035,1,0,0
1312,9950,79,68945,110,1,0,1600,5,1085,1,0,0
1313,5950,74,68285,110,1,0,1600,3,1050,1,0,0
1314,7995,76,68000,110,1,0,1600,5,1075,1,0,0
1315,8950,70,68000,86,1,1,1300,3,1045,1,0,0
1316,7450,75,67451,86,1,0,1300,4,1000,1,0,0
1317,8250,76,67266,86,1,0,1300,5,1035,1,0,0
1318,8500,78,67255,110,0,0,1600,5,1085,1,0,0
1319,8500,70,67100,110,1,0,1600,5,1075,1,0,0
1320,9400,69,67092,72,1,0,2000,3,1115,0,1,0
1321,7250,80,66880,110,1,0,1600,3,1055,1,0,0
1322,8950,79,66855,110,1,0,1600,5,1075,1,0,0
1323,9450,80,66843,110,1,0,1600,5,1075,1,0,0
1324,8500,74,66718,110,1,0,1600,3,1050,1,0,0
1325,6750,80,66168,86,1,0,1300,3,1015,1,0,0
1326,7400,80,65950,110,0,0,1600,5,1070,1,0,0
1327,8950,78,65500,86,1,0,1300,3,1015,1,0,0
1328,6900,80,65307,110,1,0,1600,3,1055,1,0,0
1329,7750,79,65254,86,1,0,1300,3,1015,1,0,0
1330,8950,71,65021,72,1,0,2000,3,1115,0,1,0
1331,6950,75,65006,86,1,0,1300,3,1015,1,0,0
1332,8495,77,64280,110,0,0,1600,4,1035,1,0,0
1333,10000,75,64000,107,0,1,1600,3,1085,1,0,0
1334,6999,71,64000,110,1,0,1600,5,1070,1,0,0
1335,8950,80,64000,110,0,0,1600,3,1055,1,0,0
1336,8500,79,63918,110,0,0,1600,4,1035,1,0,0
1337,8750,75,63634,110,1,0,1600,4,1035,1,0,0
1338,7499,80,63500,110,1,0,1600,3,1050,1,0,0
1339,9000,80,63266,110,1,0,1600,4,1035,1,0,0
1340,8950,77,62595,110,1,0,1600,3,1050,1,0,0
1341,6950,80,62581,110,0,0,1600,5,1075,1,0,0
1342,8500,77,62285,110,1,0,1600,5,1075,1,0,0
1343,8450,77,61906,86,1,1,1300,5,1065,1,0,0
1344,8950,74,61700,110,0,0,1600,5,1070,1,0,0
1345,8250,77,61648,110,1,0,1600,5,1070,1,0,0
1346,7950,75,61626,86,0,0,1300,5,1035,1,0,0
1347,7450,70,61510,110,0,0,1600,4,1035,1,0,0
1348,9000,79,61165,107,1,1,1600,3,1080,1,0,0
1349,7150,70,61000,110,1,0,1600,4,1035,1,0,0
1350,7750,76,60833,110,1,0,1600,4,1035,1,0,0
1351,5845,70,60600,86,0,0,1300,3,1060,1,0,0
1352,8500,72,60483,110,1,0,1600,5,1075,1,0,0
1353,8250,80,60476,110,1,0,1600,5,1114,1,0,0
1354,9450,79,60142,110,0,0,1600,3,1050,1,0,0
1355,6750,69,60050,110,1,0,1600,3,1050,1,0,0
1356,8400,77,60000,110,1,0,1600,3,1050,1,0,0
1357,7900,76,60000,110,0,0,1600,3,1050,1,0,0
1358,7950,76,59815,110,1,0,1587,3,1055,1,0,0
1359,8750,80,59326,110,1,0,1600,5,1085,1,0,0
1360,9900,73,59240,110,1,0,1600,3,1050,1,0,0
1361,6495,71,59164,110,0,0,1600,4,1035,1,0,0
1362,8250,70,59017,107,1,1,1600,3,1080,1,0,0
1363,6900,69,58952,110,1,0,1600,3,1050,1,0,0
1364,7500,74,58454,86,1,0,1300,3,1015,1,0,0
1365,7950,75,58341,86,1,1,1300,4,1030,1,0,0
1366,8250,80,58267,110,1,0,1600,5,1070,1,0,0
1367,8950,80,58000,110,0,0,1600,3,1055,1,0,0
1368,9750,70,57829,110,0,0,1600,3,1050,1,0,0
1369,8250,80,57787,86,0,0,1300,3,1015,1,0,0
1370,8900,78,57628,110,0,0,1600,5,1075,1,0,0
1371,8950,75,57537,86,1,0,1300,5,1050,1,0,0
1372,6750,76,57263,110,1,0,1600,3,1050,1,0,0
1373,7950,75,57144,110,1,0,1600,5,1070,1,0,0
1374,8600,69,57096,86,1,0,1300,3,1025,1,0,0
1375,7750,80,57000,86,0,0,1300,4,1000,1,0,0
1376,7800,73,56566,110,1,0,1600,3,1050,1,0,0
1377,8750,73,56307,110,1,0,1600,3,1050,1,0,0
1378,9500,79,56214,86,0,0,1300,3,1015,1,0,0
1379,7750,74,56132,110,0,0,1600,4,1035,1,0,0
1380,9950,79,55425,110,0,0,1600,5,1075,1,0,0
